label	body_text	body_text_nostop
ham	Ok	['ok']
ham	"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite"	['awesome', 'question', 'cute', 'answer', 'someone', 'asked', 'boy', 'ur', 'life', 'smiled', 'amp', 'answered', 'fine', 'gudnite']
ham	Please leave this topic..sorry for telling that..	['please', 'leave', 'topicsorry', 'telling']
ham	Pls send me the correct name da.	['pls', 'send', 'correct', 'name', 'da']
ham	What happened to our yo date?	['happened', 'yo', 'date']
spam	EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+	['eastenders', 'tv', 'quiz', 'flower', 'dot', 'compare', 'violet', 'e', 'tulip', 'f', 'lily', 'txt', 'e', 'f', '84025', '4', 'chance', '2', 'win', '100', 'cash', 'wkent150p16']
ham	Webpage s not available!	['webpage', 'available']
ham	Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/	['woke', 'yeesh', 'late', 'didnt', 'fall', 'asleep', 'til', 'ltgt', '']
spam	You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.	['unsubscribed', 'services', 'get', 'tons', 'sexy', 'babes', 'hunks', 'straight', 'phone', 'go', 'httpgotbabescouk', 'subscriptions']
ham	Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details	['dear', 'know', 'ltgt', 'th', 'ltgt', 'th', 'birthday', 'loving', 'gopalettan', 'planning', 'give', 'small', 'gift', 'day', 'like', 'participate', 'welcome', 'please', 'contact', 'admin', 'team', 'details']
ham	K..k...from tomorrow onwards started ah?	['kkfrom', 'tomorrow', 'onwards', 'started', 'ah']
ham	What u talking bout early morning? It's almost noon where your at!	['u', 'talking', 'bout', 'early', 'morning', 'almost', 'noon']
ham	Fine. Do you remember me.	['fine', 'remember']
spam	Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603	['hi', 'babe', 'jordan', 'r', 'u', 'im', 'home', 'abroad', 'lonely', 'text', 'back', 'u', 'wanna', 'chat', 'xxsp', 'visionsmscom', 'text', 'stop', 'stopcost', '150p', '08712400603']
ham	Ok. How many should i buy.	['ok', 'many', 'buy']
ham	Sounds good, keep me posted	['sounds', 'good', 'keep', 'posted']
spam	Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.	['get', 'brand', 'new', 'mobile', 'phone', 'agent', 'mob', 'plus', 'loads', 'goodies', 'info', 'text', 'mat', '87021']
ham	Ok. So april. Cant wait	['ok', 'april', 'cant', 'wait']
ham	Boy you best get yo ass out here quick	['boy', 'best', 'get', 'yo', 'ass', 'quick']
ham	Ay wana meet on sat?ü wkg on sat?	['ay', 'wana', 'meet', 'satü', 'wkg', 'sat']
ham	I'm now but have to wait till 2 for the bus to pick me.	['im', 'wait', 'till', '2', 'bus', 'pick']
ham	Apart from the one i told you about yesterday?	['apart', 'one', 'told', 'yesterday']
ham	Ok lor... But buy wat?	['ok', 'lor', 'buy', 'wat']
ham	Somebody should go to andros and steal ice	['somebody', 'go', 'andros', 'steal', 'ice']
ham	Don know. I did't msg him recently.	['know', 'didt', 'msg', 'recently']
ham	Take us out shopping and Mark will distract Isaiah.=D	['take', 'us', 'shopping', 'mark', 'distract', 'isaiahd']
ham	Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola	['mum', 'hope', 'great', 'day', 'hoping', 'text', 'meets', 'well', 'full', 'life', 'great', 'day', 'abiola']
ham	There is no sense in my foot and penis.	['sense', 'foot', 'penis']
ham	Okay but i thought you were the expert	['okay', 'thought', 'expert']
ham	*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?	['deep', 'sigh', 'miss', 'really', 'surprised', 'havent', 'gone', 'net', 'cafe', 'yet', 'get', 'dont', 'miss']
ham	S.s:)i thinl role is like sachin.just standing. Others have to hit.	['ssi', 'thinl', 'role', 'like', 'sachinjust', 'standing', 'others', 'hit']
ham	Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola	['great', 'trip', 'india', 'bring', 'light', 'everyone', 'project', 'everyone', 'lucky', 'see', 'smile', 'bye', 'abiola']
ham	And very importantly, all we discuss is between u and i only.	['importantly', 'discuss', 'u']
ham	K..k:)how about your training process?	['kkhow', 'training', 'process']
ham	Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?	['ok', 'lor', 'ned', '2', 'go', 'toa', 'payoh', '4', '2', 'return', 'smth', 'u', 'wan', '2', 'send', 'wat']
ham	In da car park 	['da', 'car', 'park', '']
ham	I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...	['wish', 'holding', 'tightly', 'making', 'see', 'important', 'much', 'mean', 'much', 'need', 'life', '']
ham	So i asked how's anthony. Dad. And your bf	['asked', 'hows', 'anthony', 'dad', 'bf']
ham	'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).	['wnevr', 'wana', 'fal', 'luv', 'vth', 'books', 'bed', 'fals', 'luv', 'vth', 'yen', 'madodu', 'nav', 'pretsorginta', 'nammanna', 'pretsovru', 'important', 'alwa', 'gud', 'eveb']
ham	What Today-sunday..sunday is holiday..so no work..	['todaysundaysunday', 'holidayso', 'work']
ham	Am going to take bath ill place the key in window:-)	['going', 'take', 'bath', 'ill', 'place', 'key', 'window']
spam	LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts	['lord', 'ringsreturn', 'king', 'store', 'nowreply', 'lotr', '2', 'june', '4', 'chance', '2', 'win', 'lotr', 'soundtrack', 'cds', 'stdtxtrate', 'reply', 'stop', 'end', 'txts']
ham	Dear, take care. I am just reaching home.love u a lot.	['dear', 'take', 'care', 'reaching', 'homelove', 'u', 'lot']
ham	staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323	['staffsciencenusedusgphyhcmkteachingpc1323']
ham	Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...	['emigrated', 'something', 'ok', 'maybe', '530', 'bit', 'hopeful']
ham	Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.	['olol', 'printed', 'forum', 'post', 'guy', 'exact', 'prob', 'fixed', 'gpu', 'replacement', 'hopefully', 'dont', 'ignore']
ham	We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;	['walked', 'moms', 'right', 'stagwood', 'pass', 'right', 'winterstone', 'left', 'victors', 'hill', 'address', 'ltgt']
ham	Yo, you at jp and hungry like a mofo?	['yo', 'jp', 'hungry', 'like', 'mofo']
ham	This is all just creepy and crazy to me.	['creepy', 'crazy']
ham	Ok... I din get ur msg...	['ok', 'din', 'get', 'ur', 'msg']
ham	Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas	['tessypls', 'favor', 'pls', 'convey', 'birthday', 'wishes', 'nimyapls', 'dnt', 'forget', 'today', 'birthday', 'shijas']
ham	Pathaya enketa maraikara pa'	['pathaya', 'enketa', 'maraikara', 'pa']
ham	Even if he my friend he is a priest call him now	['even', 'friend', 'priest', 'call']
ham	U so lousy, run already come back then half dead... Hee...	['u', 'lousy', 'run', 'already', 'come', 'back', 'half', 'dead', 'hee']
ham	That's y i said it's bad dat all e gals know u... Wat u doing now?	['thats', 'said', 'bad', 'dat', 'e', 'gals', 'know', 'u', 'wat', 'u']
ham	Or remind me in a few hrs.	['remind', 'hrs']
ham	I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.	['hoping', 'would', 'send', 'message', 'rent', 'due', 'dont', 'enough', 'reserves', 'completely', 'gone', 'loan', 'need', 'hoping', 'could', 'balance', 'ltgt', 'way', 'could', 'get', 'till', 'mid', 'march', 'hope', 'pay', 'back']
ham	Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks	['hi', 'happy', 'new', 'year', 'dont', 'mean', 'intrude', 'pls', 'let', 'know', 'much', 'tuition', 'paid', 'last', 'semester', 'much', 'semester', 'thanks']
ham	Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?	['hello', 'hun', 'ru', 'way', 'im', 'good', '2', 'dates', 'guy', 'met', 'walkabout', 'far', 'meet', 'soon', 'hows', 'everyone', 'else']
ham	Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.	['lol', 'gonna', 'last', 'month', 'cashed', 'left', 'ltgt', 'case', 'collecting', 'week', 'cause', 'announced', 'blog']
spam	Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412	['good', 'luck', 'draw', 'takes', 'place', '28th', 'feb', '06', 'good', 'luck', 'removal', 'send', 'stop', '87239', 'customer', 'services', '08708034412']
ham	"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng..."	['short', 'cute', 'good', 'person', 'dont', 'try', 'prove', 'gud', 'mrng']
ham	Just haven't decided where yet eh ?	['havent', 'decided', 'yet', 'eh', '']
ham	Wat time liao, where still got.	['wat', 'time', 'liao', 'still', 'got']
ham	Yes watching footie but worried we're going to blow it - Phil Neville?	['yes', 'watching', 'footie', 'worried', 'going', 'blow', 'phil', 'neville']
ham	I wait 4 ü inside da car park...	['wait', '4', 'ü', 'inside', 'da', 'car', 'park']
ham	Uncle Abbey! Happy New Year. Abiola	['uncle', 'abbey', 'happy', 'new', 'year', 'abiola']
ham	Now am free call me pa.	['free', 'call', 'pa']
ham	R u saying i should re order the slippers cos i had to pay for returning it.	['r', 'u', 'saying', 'order', 'slippers', 'cos', 'pay', 'returning']
ham	Stop knowing me so well!	['stop', 'knowing', 'well']
ham	Good evening! this is roger. How are you?	['good', 'evening', 'roger']
ham	Small problem in auction:)punj now asking tiwary	['small', 'problem', 'auctionpunj', 'asking', 'tiwary']
spam	Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+	['free', 'entry', '2', 'weekly', 'comp', 'chance', 'win', 'ipod', 'txt', 'pod', '80182', 'get', 'entry', 'std', 'txt', 'rate', 'tcs', 'apply', '08452810073', 'details', '18']
ham	He telling not to tell any one. If so treat for me hi hi hi	['telling', 'tell', 'one', 'treat', 'hi', 'hi', 'hi']
ham	My uncles in Atlanta. Wish you guys a great semester.	['uncles', 'atlanta', 'wish', 'guys', 'great', 'semester']
spam	1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+	['1st', 'wk', 'free', 'gr8', 'tones', 'str8', '2', 'u', 'wk', 'txt', 'nokia', '8007', 'classic', 'nokia', 'tones', 'hit', '8007', 'polys', 'nokia150p', 'poly200p', '16']
ham	U coming 2 pick me?	['u', 'coming', '2', 'pick']
ham	Thats cool. i liked your photos. You are very sexy!	['thats', 'cool', 'liked', 'photos', 'sexy']
ham	would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked	['would', 'u', 'fuckin', 'believe', 'didnt', 'know', 'thurs', 'pre', 'booked', 'cancelled', 'needs', 'b', 'sacked']
ham	Haha better late than ever, any way I could swing by?	['haha', 'better', 'late', 'ever', 'way', 'could', 'swing']
ham	Ok. But i finish at 6.	['ok', 'finish', '6']
spam	LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.	['lookatme', 'thanks', 'purchase', 'video', 'clip', 'lookatme', 'youve', 'charged', '35p', 'think', 'better', 'send', 'video', 'mmsto', '32323']
ham	I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!	['ive', 'barred', 'b', 'q', 'stores', 'lifethis', 'twat', 'orange', 'dungerees', 'came', 'asked', 'wanted', 'decking', 'got', 'first', 'punch']
ham	So no messages. Had food?	['messages', 'food']
ham	Ok going to sleep. Hope i can meet her.	['ok', 'going', 'sleep', 'hope', 'meet']
ham	Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!	['wat', 'makes', 'people', 'dearer', 'de', 'happiness', 'dat', 'u', 'feel', 'u', 'meet', 'de', 'pain', 'u', 'feel', 'u', 'miss', 'dem']
ham	Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks	['let', 'know', 'details', 'fri', 'u', 'find', 'cos', 'im', 'tom', 'fri', 'mentionned', 'chinese', 'thanks']
ham	You're right I have now that I think about it	['youre', 'right', 'think']
ham	Wat r u doing now?	['wat', 'r', 'u']
ham	Is ur lecture over?	['ur', 'lecture']
spam	sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP	['sexy', 'sexy', 'cum', 'text', 'im', 'wet', 'warm', 'ready', 'porn', 'u', 'fun', 'msg', 'free', 'recd', 'msgs', '150p', 'inc', 'vat', '2', 'cancel', 'text', 'stop']
ham	Customer place i will call you	['customer', 'place', 'call']
ham	Not planned yet :)going to join company on jan 5 only.don know what will happen after that.	['planned', 'yet', 'going', 'join', 'company', 'jan', '5', 'onlydon', 'know', 'happen']
ham	Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)	['boy', 'love', 'u', 'grl', 'hogolo', 'boy', 'gold', 'chain', 'kodstini', 'grl', 'agalla', 'boy', 'necklace', 'madstini', 'grl', 'agalla', 'boy', 'hogli', '1', 'mutai', 'eerulli', 'kodthini', 'grl', 'love', 'u', 'kano']
ham	Haha I heard that, text me when you're around	['haha', 'heard', 'text', 'youre', 'around']
ham	I.ll get there tomorrow and send it to you	['ill', 'get', 'tomorrow', 'send']
ham	SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...	['shit', 'babe', 'thasa', 'bit', 'messed', 'upyeh', 'shudvetold', 'u', 'urgran', 'knowneway', 'illspeak', '2', 'u2moro', 'wen', 'im', 'asleep']
ham	Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night	['oh', 'thats', 'late', 'well', 'good', 'night', 'give', 'u', 'call', 'tomorrow', 'iam', 'going', 'go', 'sleep', 'night', 'night']
ham	CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.	['cheers', 'u', 'tex', 'mecause', 'u', 'werebored', 'yeah', 'okden', 'hunny', 'r', 'uin', 'wk', 'satsound', 'likeyour', 'havin', 'gr8fun', 'j', 'keep', 'updat', 'countinlots', 'loveme', 'xxxxx']
ham	Sorry,  in meeting I'll call you later	['sorry', 'meeting', 'ill', 'call', 'later']
ham	Yo! Howz u? girls never rang after india. L	['yo', 'howz', 'u', 'girls', 'never', 'rang', 'india', 'l']
ham	Yeah but which is worse for i	['yeah', 'worse']
spam	Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX	['hard', 'live', '121', 'chat', '60pmin', 'choose', 'girl', 'connect', 'live', 'call', '09094646899', 'cheap', 'chat', 'uks', 'biggest', 'live', 'service', 'vu', 'bcm1896wc1n3xx']
ham	I tagged MY friends that you seemed to count as YOUR friends.	['tagged', 'friends', 'seemed', 'count', 'friends']
spam	Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx	['heard', 'u4', 'call', '4', 'rude', 'chat', 'private', 'line', '01223585334', 'cum', 'wan', '2c', 'pics', 'gettin', 'shagged', 'text', 'pix', '8552', '2end', 'send', 'stop', '8552', 'sam', 'xxx']
ham	Ok...	['ok']
ham	Long time. You remember me today.	['long', 'time', 'remember', 'today']
ham	Havent shopping now lor i juz arrive only	['havent', 'shopping', 'lor', 'juz', 'arrive']
ham	Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE	['thank', 'u', 'better', 'work', 'cause', 'feel', 'used', 'otherwise']
ham	Are you up for the challenge? I know i am :)	['challenge', 'know', '']
ham	How much did ur hdd casing cost.	['much', 'ur', 'hdd', 'casing', 'cost']
ham	Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie	['mystery', 'solved', 'opened', 'email', 'hes', 'sent', 'another', 'batch', 'isnt', 'sweetie']
ham	I can't describe how lucky you are that I'm actually awake by noon	['cant', 'describe', 'lucky', 'im', 'actually', 'awake', 'noon']
spam	This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm	['2nd', 'time', 'tried', 'contact', 'u', 'u', '1450', 'prize', 'claim', 'call', '09053750005', 'b4', '310303', 'tcsstop', 'sms', '08718725756', '140ppm']
ham	TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD	['today', 'sorry', 'day', 'ever', 'angry', 'ever', 'misbehaved', 'hurt', 'plz', 'plz', 'slap', 'urself', 'bcoz', 'ur', 'fault', 'im', 'basically', 'good']
ham	Cheers for the card ... Is it that time of year already?	['cheers', 'card', 'time', 'year', 'already']
spam	HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k	['hot', 'live', 'fantasies', 'call', '08707509020', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870k']
ham	When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL	['people', 'see', 'msgs', 'think', 'iam', 'addicted', 'msging', 'wrong', 'bcoz', 'dont', 'know', 'iam', 'addicted', 'sweet', 'friends', 'bslvyl']
ham	Ugh hopefully the asus ppl dont randomly do a reformat.	['ugh', 'hopefully', 'asus', 'ppl', 'dont', 'randomly', 'reformat']
ham	Haven't seen my facebook, huh? Lol!	['havent', 'seen', 'facebook', 'huh', 'lol']
ham	Mah b, I'll pick it up tomorrow	['mah', 'b', 'ill', 'pick', 'tomorrow']
ham	Still otside le..u come 2morrow maga..	['still', 'otside', 'leu', 'come', '2morrow', 'maga']
ham	Do u still have plumbers tape and a wrench we could borrow?	['u', 'still', 'plumbers', 'tape', 'wrench', 'could', 'borrow']
spam	Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.	['dear', 'voucher', 'holder', 'claim', 'weeks', 'offer', 'pc', 'please', 'go', 'httpwwwetlpcoukreward', 'tscs', 'apply']
ham	It vl bcum more difficult..	['vl', 'bcum', 'difficult']
spam	UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117	['ur', 'going', '2', 'bahamas', 'callfreefone', '08081560665', 'speak', 'live', 'operator', 'claim', 'either', 'bahamas', 'cruise', '2000', 'cash', '18only', 'opt', 'txt', 'x', '07786200117']
ham	Havent still waitin as usual... Ü come back sch oredi?	['havent', 'still', 'waitin', 'usual', 'ü', 'come', 'back', 'sch', 'oredi']
ham	In meeting da. I will call you	['meeting', 'da', 'call']
ham	K k :-):-) then watch some films.	['k', 'k', 'watch', 'films']
ham	Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.	['cinema', 'plus', 'drink', 'appeal', 'tomo', 'fr', 'thriller', 'director', 'like', 'mac', '830']
ham	There the size of elephant tablets & u shove um up ur ass!!	['size', 'elephant', 'tablets', 'u', 'shove', 'um', 'ur', 'ass']
ham	So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da	['many', 'people', 'seems', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight', 'maintain', 'till', 'life', 'ends', 'take', 'cr', 'da']
ham	My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!	['parents', 'kidz', 'friends', 'n', 'colleagues', 'screaming', 'surprise', 'waiting', 'sofa', 'naked']
ham	Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair. 	['dunno', 'juz', 'askin', 'cos', 'got', 'card', 'got', '20', '4', 'salon', 'called', 'hair', 'sense', 'tot', 'da', 'one', 'ü', 'cut', 'ur', 'hair', '']
ham	Good morning pookie pie! Lol hope I didn't wake u up	['good', 'morning', 'pookie', 'pie', 'lol', 'hope', 'didnt', 'wake', 'u']
ham	MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.	['maybe', 'woke', 'fucking', '3', 'wouldnt', 'problem']
ham	Happy birthday to you....dear.with lots of love.rakhesh NRI	['happy', 'birthday', 'youdearwith', 'lots', 'loverakhesh', 'nri']
ham	Howz that persons story	['howz', 'persons', 'story']
spam	This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate	['2nd', 'time', 'tried', '2', 'contact', 'u', 'u', '750', 'pound', 'prize', '2', 'claim', 'easy', 'call', '08712101358', '10p', 'per', 'min', 'btnationalrate']
ham	X2  &lt;#&gt; . Are you going to get that	['x2', 'ltgt', 'going', 'get']
ham	Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning	['hi', 'neva', 'worry', 'bout', 'da', 'truth', 'coz', 'truth', 'lead', '2', 'ur', 'heart', 'least', 'unique', 'person', 'like', 'u', 'deserve', 'sleep', 'tight', 'morning']
spam	UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub	['ur', 'awarded', 'city', 'break', 'could', 'win', '200', 'summer', 'shopping', 'spree', 'every', 'wk', 'txt', 'store', '88039skilgmetscs087147403231winawkage16', '150perwksub']
ham	Is ur paper today in e morn or aft?	['ur', 'paper', 'today', 'e', 'morn', 'aft']
ham	I will lick up every drop :) are you ready to use your mouth as well?	['lick', 'every', 'drop', 'ready', 'use', 'mouth', 'well']
ham	And you! Will expect you whenever you text! Hope all goes well tomo 	['expect', 'whenever', 'text', 'hope', 'goes', 'well', 'tomo', '']
ham	Great. P diddy is my neighbor and comes for toothpaste every morning	['great', 'p', 'diddy', 'neighbor', 'comes', 'toothpaste', 'every', 'morning']
ham	I av a new number,  . Wil u only use this one,ta.	['av', 'new', 'number', 'wil', 'u', 'use', 'oneta']
ham	So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.	['poking', 'man', 'everyday', 'teach', 'canada', 'abi', 'saying', 'hi']
ham	7 lor... Change 2 suntec... Wat time u coming?	['7', 'lor', 'change', '2', 'suntec', 'wat', 'time', 'u', 'coming']
ham	No de.am seeing in online shop so that i asked.	['deam', 'seeing', 'online', 'shop', 'asked']
ham	Just curious because my cuz asked what I was up to	['curious', 'cuz', 'asked']
ham	Nice.nice.how is it working?	['nicenicehow', 'working']
ham	Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?	['okay', 'lor', 'wah', 'like', 'def', 'wont', 'let', 'us', 'go', 'haha', 'say', 'terms', 'conditions']
ham	Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again	['haha', 'yup', 'hopefully', 'lose', 'kg', 'mon', 'hip', 'hop', 'go', 'orchard', 'weigh']
ham	She's good. How are you. Where r u working now	['shes', 'good', 'r', 'u', 'working']
ham	Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home	['oh', 'yes', 'ive', 'little', 'weather', 'ive', 'kind', 'coccooning', 'home']
ham	At home also.	['home', 'also']
ham	This phone has the weirdest auto correct.	['phone', 'weirdest', 'auto', 'correct']
ham	Oops my phone died and I didn't even know. Yeah I like it better.	['oops', 'phone', 'died', 'didnt', 'even', 'know', 'yeah', 'like', 'better']
ham	Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?	['havent', 'mus', 'ask', 'u', '1st', 'wat', 'meet', '4', 'lunch', 'den', 'u', 'n', 'meet', 'already', 'lor', 'u', 'wan', '2', 'go', 'ask', 'da', 'ge', '1st', 'confirm', 'w', 'asap']
ham	She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,	['said', 'u', 'mind', 'go', 'bedroom', 'minute', 'ok', 'sed', 'sexy', 'mood', 'came', '5', 'minuts', 'latr', 'wid', 'caken', 'wife']
ham	OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx	['oh', 'yeahand', 'hav', 'great', 'time', 'newquaysend', 'postcard', '1', 'look', 'girls', 'im', 'goneu', 'know', '1im', 'talkin', 'boutxx']
ham	We got a divorce. Lol. She.s here	['got', 'divorce', 'lol', 'shes']
ham	What's ur pin?	['whats', 'ur', 'pin']
ham	Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?	['babe', 'got', 'enough', 'money', 'pick', 'bread', 'milk', 'ill', 'give', 'back', 'get', 'home', '']
ham	I want snow. It's just freezing and windy.	['want', 'snow', 'freezing', 'windy']
spam	URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only	['urgent', 'trying', 'contact', 'u', 'todays', 'draw', 'shows', '2000', 'prize', 'guaranteed', 'call', '09066358361', 'land', 'line', 'claim', 'y87', 'valid', '12hrs']
ham	Come to mahal bus stop.. &lt;DECIMAL&gt;	['come', 'mahal', 'bus', 'stop', 'ltdecimalgt']
ham	Don know:)this week i'm going to tirunelvai da.	['knowthis', 'week', 'im', 'going', 'tirunelvai', 'da']
ham	Me too baby! I promise to treat you well! I bet you will take good care of me...	['baby', 'promise', 'treat', 'well', 'bet', 'take', 'good', 'care']
ham	Its like that hotel dusk game i think. You solve puzzles in a area thing	['like', 'hotel', 'dusk', 'game', 'think', 'solve', 'puzzles', 'area', 'thing']
spam	Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180	['thanks', 'ringtone', 'order', 'reference', 'number', 'x29', 'mobile', 'charged', '450', 'tone', 'arrive', 'please', 'call', 'customer', 'services', '09065989180']
ham	Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !	['hi', 'love', 'goes', 'day', 'fuck', 'morning', 'woke', 'dropped', 'cell', 'way', 'stairs', 'seems', 'alright', 'phews', 'miss', '']
